Title,Description,Contributor #1,Contributor #2,Contributor #3,Issue #,Issue,Year,Page,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Link to Buy it Now
Acanthus Leaf Jewelry,Why let buildings and furniture have all the fun? Turn an ancient design motif into wearable art,Mary May,,,92,Fall,2020,32,Projects,jewelry,ancient,motif,,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
Bird in a Boat,This cheery little seafarer will brighten your day in an instant,Germaine Keys,,,92,Fall,2020,43,Projects,birds,caricature,cute,colorful,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
Light-Up Ghost,"Carve and paint a glowing ghoul that’s all treats, no tricks",Betty Padden,,,92,Fall,2020,51,Projects,ghost,halloween,trick-or-treat,ghoul,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
Noble Bison,Practice flat-plane carving techniques on this mighty lord of the prairie,James Miller,,,92,Fall,2020,60,Projects,animals,flat-plane,in-the-round,,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
Carving a Pumpkin Girl,Bring this cute and quirky jack-o’-lantern to life in,Alex Joiner,,,92,Fall,2020,65,Projects,halloween,pumpkins,trick-or-treat,fall,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
Vampire Skull Bottle Stopper,"Sink your teeth into this practical, skill-building project",Randy George,,,92,Fall,2020,69,Projects,wine,vampire,halloween,scary,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
Power Carved Lion Bust,Feel like the king of beasts with this realistic walking stick toppe,Paul Purnell,,,92,Fall,2020,73,Projects,Africa,lion,walking stick,cane,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
Mouse and Pumpkin Pin,This plucky critter is a great intro to carving and painting,Wayne Laramore,,,92,Fall,2020,81,Projects,brooch,pin,halloween,fall,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
A Ball Within a Ball,Transform a golf ball into a sports lover’s new favorite keepsake,Rick Stoddard,,,92,Fall,2020,37,Projects,golf ball,sports,beginner project,soccer,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
Leather Bookmark,Use woodburning to embellish a classic gift for bookworms,Michele Parsons,,,92,Fall,2020,47,Projects,leather,pyrography,reading,,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
Woodsy Bear &amp; Tree,Learning to whittle a simple soap creature can lead to a lifetime of pleasure,Janet Bolyard,,,92,Fall,2020,86,Projects,soap,whittle,beginner project,kid-friendly,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-92-fall-2020.html
Extreme Burning,These artists push the boundaries on what it means to play with fire,Hannah Carroll,,,PYRO2020,Fall,2020,16,Features,torch,magnifiying glass,fractal,,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Gourd Preparation,Get your gourds ready for burning in a few simple steps,Lora S. Irish,,,PYRO2020,Fall,2020,88,Features,gourd,burning,how to,gourd art,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Embers: Getting Inked,"For pyrographer Andy Mills, tattooing and woodburning go hand in hand",Hannah Carroll,,,PYRO2020,Fall,2020,112,Features,pyrography,tattoo,tattoo art,cedarwood arts,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Autumn Kaleidoscope,"From fiery leaves to turkey tail mushrooms, this forest scene has more color than a carnival",Deborah Pompano,,,PYRO2020,Fall,2020,47,Patterns,fall,leaves,birds,beginner,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Beginner Practice Patterns,New to burning? Test these simple designs on everything from spoons to jewelry,Lora S. Irish,,,PYRO2020,Fall,2020,55,Patterns,beginner,henna,patterns,simple designs,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Dragonfly Soleil Gourd,Use gold leaf to highlight the details on this elusive insect,Jenn Avery,,,PYRO2020,Fall,2020,33,Techniques,dragonfly,gourd,gourd art,summer projects,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Burning the Nose,Use contour lines and shading to burn a realistic facial feature,Jo Schwartz,,,PYRO2020,Fall,2020,42,Techniques,noses,pyrography,human faces,realistic,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Woodburning a Dinner Scene,Learn to “burn glass” in an elegant tableau fit for royalty,Minisa Robinson,,,PYRO2020,Fall,2020,49,Techniques,advanced,patterns,glass,grapes,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Leather Key Fob,Practice simple shading and coloring techniques on this nostalgic design,Michele Parsons,,,PYRO2020,Fall,2020,57,Techniques,leather,pyrography,how to,practical,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Pyrography Portraits from Pet Photos,"Create personalized woodburnings of cats, dogs, hamsters, and more using these winning tips",Lora S. Irish,,,PYRO2020,Fall,2020,60,Techniques,portraits,pyrography,pets,animals,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Trio of Blooms,Use negative space to frame and flesh out three elegant botanicals,Marsha Wilson,,,PYRO2020,Fall,2020,66,Techniques,flowers,botanicals,negative space,pyrography,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Creating Scale Texture,This fiery dragon scene brings a whole new meaning to the phrase “burned artwork”,Don Stephenson,,,PYRO2020,Fall,2020,70,Techniques,dragons,fire,game of thrones,mythical,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Great Horned Owl,Let this stern flier keep watch over your domain,Valarie Connell,,,PYRO2020,Fall,2020,74,Techniques,owl,birds,feather,texture,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Castle Cookie Jar,Store your sweets in a medieval fortress worthy of King Arthur,Si Easton,,,PYRO2020,Fall,2020,81,Techniques,cookies,kitchen,container,bricks,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Burning Smoke,Make a powerful steam train using just one tip,Minisa Robinson,,,PYRO2020,Fall,2020,103,Techniques,train,locomotive,smoke,steam,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Mountain Lion,Burn a fierce face of the forest in just nine steps,Minisa Robinson,,,PYRO2020,Fall,2020,27,Projects,wildcat,mountain lion,jungle,animals,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Stylized Peony,"Practice making fluid lines on a bold, elegant summer blossom",Shannon Mahoney,,,PYRO2020,Fall,2020,38,Projects,peony,flowers,summer,botanicals,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Henna Gourd,Transform an ordinary gourd into a mesmerizing piece of art with simple swirls and shapes,Mary McConnell,,,PYRO2020,Fall,2020,92,Projects,gourd art,henna,beginner,gourds,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
Dream Catcher Clock,Repeating designs let you burn a practical gift in record time,Si Easton,,,PYRO2020,Fall,2020,97,Projects,clock,Native American,beginner project,,https://www.foxchapelpublishing.com/pyrography-magazine-volume-7-2020.html
The Tiny Menagerie,Steve Tomashek's fun miniatures explores one-knife carving on a whole new scale,Kaylee Schofield,,,93,Winter,2020,72,Features,whittled,animals,Germany,woodworker,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
The Chocolate Genius,This artist uses ingenuity and high-quality chocolate to sculpt epic showpieces,Hannah Carroll,,,93,Winter,2020,96,Features,chocolate,carver,sculpting,Food Network,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Chip Carved Perpetual Calendar,Start the New Year right with a freestanding calendar the whole family will love,Marty Leenhouts,,,93,Winter,2020,30,Patterns,chip carver,calendar,NYE,,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Lantern Santa,Want to add some movement to your caricatures? Let St. Nick light your way,Floyd Rhadigan,,,93,Winter,2020,57,Patterns,Santa,Claus,caricature,holiday,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Classic Bell Ornaments,Learn to chip carve with this trio of timeless decorations,Charlene Lynum,,,93,Winter,2020,63,Patterns,christmas tree,bells,holiday,gifts,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Saucer Sled Santa,Carving this giddy Claus is as enjoyable as a holiday in the Alps,Russell Scott,,,93,Winter,2020,23,Projects,Santa,sledding,holiday,caricature,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Simple Snowman,Turn a piece of scrap wood into a wintry whittled classic,Kristoffer Hoyum,,,93,Winter,2020,35,Projects,frosty,whittle,classic,holiday,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Flat-Plane Reindeer,Practice curved cuts and long facets to create this docile prancer,James Miller,,,93,Winter,2020,38,Projects,Sven,Frozen,Rudolph,holiday,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Winter Hiker,Get a taste of the mountains with this easy-carve adventurer,Peter Jofs,,,93,Winter,2020,48,Projects,Alaska,Eskimo,parka,caricature,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Christmas Elf,Carve one of Santa’s helpers in just nine short steps,Dwayne Gosnell,,,93,Winter,2020,53,Projects,Chess Set,Christmas,Santa's Helpers,Holiday,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Peppermint Penguin,Join this cute caricature for the candy cane caper of a lifetime,Matt Kincade,,,93,Winter,2020,65,Projects,North Pole,animals,caricature,naughty,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Tiny Bird Ornament,Whittle a scrap wood flier as small as your thumbnail,Steve Tomashek,,,93,Winter,2020,74,Projects,miniature,whittled,bird,acorn,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Frostbite Santa,Chill out and make some woodchips with this grumpy beginner project,Bob Kozakiewicz,,,93,Winter,2020,77,Projects,caricature,grumpy,Santa,no eyes,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Winter Solstice Tomte,"Don your comfiest sweater, stir up some cocoa, and make a charming character straight from Scandinavia",Betty Padden,,,93,Winter,2020,84,Projects,Santa,head,caricature,holiday,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Layered Relief Ornament,Stack three separate pieces to create a nostalgic scene full of depth and detail,Betty Padden,,,93,Winter,2020,43,Techniques,christmas,church,ornament,relief,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Pinecone Ornament,This whittled wonder of the forest is a great way to get to know your woodgrain,Bob Kozakiewicz,,,93,Winter,2020,60,Techniques,forest,christmas,woodland,whittle,https://www.foxchapelpublishing.com/woodcarving-illustrated-issue-93-winter-2020.html
Carving a Running Horse,Speed up the carving process (and save your hands and arms) with power,"Andrews, Lori",,,94,Spring,2021,53,Techniques,horse,power carve,drill bits,animals,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Celtic Birds of Friendship,Many tiny dots bring this classic pyrography design to life,"Irish, Lora",,,94,Spring,2021,63,Techniques,pyrography,birds,irish,stamps,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Ruby-Throated Hummingbird,Carve and texture this feather-light flier with a rotary tool,"Czajka, Sandy",,,94,Spring,2021,85,Techniques,power carving,realistic,migratory,birds,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Chip Carving Butterfly Plate,Adorn a simple disc with repeating symbols of spring,"Lynum, Charlene",,,94,Spring,2021,40,Patterns,chip carving,home decor,decorative,wheat,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Easy-Carve Honeybee,Let this sweet little big remind you to stop and smell the roses,"Barraclough, Sara",,,94,Spring,2021,27,Projects,bee,bugs,insects,caricature,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Carving &amp; Painting a Striped Bass,Beaten copper fins take this realistic fishing trophy to the next level,"Altison, Brian",,,94,Spring,2021,32,Projects,fishing,realistic,trophy fish,sport,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Salad Servers,"With these spoons around, your family recipes won't be the only talking point at dinner","Tremblay, Brad",,,94,Spring,2021,37,Projects,spoon carving,practical,home decor,rustic,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Carved Tattoos,Mark Mother's Day or Father's Day with a totally unique gift they'll recognize right away,"Wells, Len",,,94,Spring,2021,43,Projects,gifts,mom,dad,magnets,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Butch the Shelf-Sitter,This Wild West wrangler will add charm to any book nook,"Akers, Mark",,,94,Spring,2021,49,Projects,cowboy,wild west,caricature,bandana,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Stylized Gnome,Carve and color a signature piece fit for a fairytale,"Czeladka, Miroslaw",,,94,Spring,2021,60,Projects,nochalki,gnomes,beginner-friendly,WEB extras,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Chip Carved Cross Pendant,Add elegance to your ensemble this Easter with a classic symbol of hope,"Assumma, Massimo",,,94,Spring,2021,67,Projects,Easter,religious,jewelry,fashion,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Flat-Plane Sheep,Add dryburshing to make this farm animal appear even fluffier,"Miller, James",,,94,Spring,2021,69,Projects,animals,caricature,step-by-step,farm,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Comfort Whale,Calm your inner storms with a 5-step project straight from literature,"Mellott, Tom",,,94,Spring,2021,77,Projects,nautical,animal,Moby Dick,comfort animal,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Carving a Flower Garland in Mahogany,Practice undercutting and adding details on this simple yet effective relief,"Fox, Lucy",,,94,Spring,2021,80,Projects,relief carving,flowers,spring design,home decor,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Orin the Patchwork Leprechaun,Celebrate St. Patty's Day with this not-so-lucky beginner caricature,"Kozakiewicz, Bob",,,94,Spring,2021,89,Projects,Irish,St. Patrick's Day,caricature,lucky charms,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
Carving for the Superheroes,"Thanks to Johnathon Whittaker, more than 300 plaques have been donated to hospitals in the UK",,,,94,Spring,2021,14,Features,UK,COVID,hospital,plaques,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
The Smile Factory,Thai carver Parn Aniwat has a simple recipe for reigniting your childhood joy,"Schofield, Kaylee",,,94,Spring,2021,74,Features,Dragons,Moonbird,Colorful,caricatures,https://foxchapelpublishing.com/products/woodcarving-illustrated-issue-94-spring-2021
